Date,Spread,Mcap,P/B,P/E,Close,Volatility,30y_yield,AA Yield,Mkt_rf,smb,hml,rf,Yield,3m,Inflation
2013-06-21,0.9,14.04M,2.3433,15.8148,1592.43,15.25,3.5818,4.33,-2.08,0.67,0.51,0,2.16,0.043,
2013-06-28,1.01,14.17M,2.3655,15.9703,1606.28,15.56,3.4994,4.41,1.11,0.48,0.21,0,2.13,0.033,
2013-07-05,1.03,14.39M,2.3936,16.0032,1631.89,15.85,3.713,4.33,1.85,1.34,0.18,0,2.11,0.038,1.8
2013-07-12,1.04,14.801M,2.4627,16.3826,1680.19,15.65,3.625,4.37,3.02,0.12,-0.51,0,2.05,0.033,
2013-07-19,0.98,14.903M,2.4801,16.4982,1692.09,14.28,3.5604,4.31,0.72,0.38,1.86,0,2.04,0.023,
2013-07-26,0.91,14.874M,2.4797,16.4921,1691.65,12.85,3.6209,4.34,0.12,-0.09,-0.29,0,2.05,0.018,
2013-08-02,0.9,15.02M,2.5046,16.6411,1709.67,8.98,3.6843,4.42,1.44,-0.14,-0.93,0,2.03,0.033,2
2013-08-09,0.9,14.847M,2.4778,16.457,1691.42,7.72,3.6345,4.44,-0.98,-0.1,-0.41,0,2.05,0.053,
2013-08-16,0.88,14.521M,2.4258,16.1111,1655.83,8.75,3.8483,4.56,-2.04,0.07,0.43,0,2.1,0.041,
2013-08-23,0.88,14.591M,2.4369,16.1839,1663.5,8.35,3.7916,4.67,0.61,0.95,-1.19,0,2.09,0.028,
2013-08-30,0.86,14.316M,2.391,15.8894,1632.97,9.37,3.6995,4.54,-1.87,-0.45,-1.34,0,2.13,0.023,
2013-09-06,0.82,14.507M,2.4228,16.0817,1655.17,9.82,3.8657,4.67,1.49,0.23,0.42,0,2.11,0.018,1.5
2013-09-13,0.84,14.81M,2.4738,16.3845,1687.99,9.91,3.8349,4.7,2.16,0.26,-0.42,0,2.07,0.015,
2013-09-20,0.82,15.003M,2.506,16.5976,1709.91,10.7,3.7613,4.67,1.36,0.58,-0.63,0,2.04,0.013,
2013-09-27,0.83,14.863M,2.4812,16.4517,1691.75,9.79,3.6864,4.54,-0.77,1.19,-0.56,0,2.06,0.015,
2013-10-04,0.83,14.857M,2.4333,16.2775,1690.5,10.1,3.7198,4.58,0.17,0.37,0.15,0.001,2.07,0.023,1.2
2013-10-11,0.8,14.966M,2.4516,16.3996,1703.2,11.74,3.7472,4.58,0.55,-0.27,1.39,0.001,2.06,0.058,
2013-10-18,0.77,15.327M,2.511,16.7978,1744.5,12.36,3.6412,4.55,2.51,0.12,0.17,0.001,2.01,0.025,
2013-10-25,0.75,15.452M,2.5329,16.9463,1759.77,12.31,3.5999,4.46,0.72,-0.12,-0.5,0.001,1.99,0.033,
2013-11-01,0.75,15.452M,2.5299,16.939,1761.64,11.7,3.6961,4.48,-0.12,-1.73,0.25,0.001,1.99,0.038,1
2013-11-08,0.76,15.512M,2.5435,17.0197,1770.61,12.7,3.8454,4.6,0.47,0.09,0.66,0.001,1.99,0.053,
2013-11-15,0.76,15.768M,2.5862,17.2918,1798.18,11.81,3.7947,4.67,1.71,0.01,-0.92,0.001,1.95,0.071,
2013-11-22,0.75,15.814M,2.5958,17.3552,1804.76,9.72,3.8292,4.69,0.36,0.2,0.83,0.001,1.95,0.074,
2013-11-29,0.74,15.826M,2.5969,17.353,1805.81,8.39,3.8106,4.62,0.35,1.62,-0.48,0.001,1.94,0.058,
2013-12-06,0.75,15.817M,2.5948,17.2815,1805.09,8.91,3.8893,4.69,-0.07,-0.85,-0.14,0.001,1.94,0.058,1.2
2013-12-13,0.74,15.568M,2.5518,17.0049,1775.32,9.41,3.8731,4.66,-1.46,-0.7,0.52,0.001,1.98,0.063,
2013-12-20,0.76,15.949M,2.6143,17.4191,1818.32,9.06,3.823,4.59,2.57,1.11,-0.22,0.001,1.93,0.058,
2013-12-27,0.79,16.269M,2.6577,17.7269,1841.4,8.86,3.9367,4.56,1.35,0.21,0.01,0.001,1.9,0.063,
2014-01-03,0.8,16.174M,2.5542,17.2102,1831.37,9.1,3.9248,4.55,-0.42,-0.07,0,0.001,2.05,0.068,1.5
2014-01-10,0.75,16.276M,2.5694,17.3127,1842.37,8.92,3.7999,4.53,0.67,0.57,-1.47,0.001,2.04,0.038,
2014-01-17,0.71,16.237M,2.5643,17.278,1838.7,10.2,3.748,4.48,-0.12,0.62,-0.68,0.001,2.05,0.033,
2014-01-24,0.68,15.80M,2.4976,16.8246,1790.29,11.46,3.6325,4.45,-2.6,0.52,-0.15,0.001,2.11,0.048,
2014-01-31,0.65,15.688M,2.4863,16.7605,1782.59,11.42,3.5985,4.45,-0.44,-0.86,-0.05,0.001,2.12,0.023,1.6
2014-02-07,0.64,15.818M,2.5055,16.8987,1797.02,14.4,3.6725,4.45,0.56,-2.17,0.09,0.001,2.12,0.084,
2014-02-14,0.63,16.179M,2.5634,17.2895,1838.63,14.73,3.6969,4.5,2.53,0.54,0.01,0.001,2.08,0.015,
2014-02-21,0.65,16.15M,2.5595,17.2657,1836.25,14.86,3.6934,4.48,0.14,1.59,-0.93,0.001,2.08,0.038,
2014-02-28,0.69,16.384M,2.5923,17.452,1859.45,14.1,3.5822,4.37,1.37,0.44,0.5,0.001,2.07,0.048,1.1
2014-03-07,0.69,16.544M,2.6179,17.6253,1878.04,12.94,3.7206,4.38,1.17,0.46,1.64,0.001,2.05,0.048,
2014-03-14,0.69,16.216M,2.5667,17.2795,1841.13,12.5,3.5992,4.41,-1.94,0.23,-0.15,0.001,2.09,0.048,
2014-03-21,0.69,16.43M,2.6022,17.5183,1866.52,9.51,3.6068,4.42,1.28,-0.59,2.14,0.001,2.07,0.048,
2014-03-28,0.67,16.352M,2.5931,17.4599,1857.62,9.42,3.5473,4.33,-1.01,-2.89,1.45,0.001,2.07,0.038,
2014-04-04,0.71,16.425M,2.5971,17.3653,1865.09,10.17,3.5837,4.31,0.33,-0.29,1.13,0,2.06,0.025,1.5
2014-04-11,0.68,15.992M,2.5284,16.9068,1815.69,12.95,3.4827,4.24,-2.87,-0.77,-0.09,0,2.12,0.038,
2014-04-18,0.64,16.417M,2.5967,17.3628,1864.85,12.94,3.5219,4.22,2.68,-0.5,0.28,0,2.06,0.025,
2014-04-25,0.64,16.382M,2.5946,17.346,1863.4,12.68,3.4428,4.22,-0.34,-1.08,0.51,0,2.07,0.013,
2014-05-02,0.62,16.509M,2.6187,17.4947,1881.14,12.01,3.3668,4.19,0.99,-0.58,-0.47,0,2.05,0.018,2
2014-05-09,0.62,16.476M,2.6157,17.4691,1878.48,12.01,3.4634,4.17,-0.47,-1.95,0.69,0,2.06,0.023,
2014-05-16,0.62,16.475M,2.6149,17.4617,1877.86,11.78,3.346,4.15,-0.01,-0.19,-1.2,0,2.06,0.018,
2014-05-23,0.6,16.674M,2.6465,17.6721,1900.53,8.53,3.3933,4.18,1.39,0.76,-0.09,0,2.04,0.033,
2014-05-30,0.54,16.836M,2.678,17.8711,1923.57,7.88,3.3277,4.16,1.18,-0.47,0.22,0,2.01,0.033,
2014-06-06,0.55,17.058M,2.7115,18.1002,1949.44,7.43,3.432,4.27,1.6,1.05,0.31,0.001,1.99,0.033,2.1
2014-06-13,0.54,16.979M,2.6925,17.9749,1936.16,7.87,3.4134,4.28,-0.52,0.75,-0.59,0.001,2,0.033,
2014-06-20,0.54,17.216M,2.7293,18.2197,1962.87,7.32,3.4337,4.27,1.51,0.78,-0.32,0.001,1.98,0.013,
2014-06-27,0.56,17.201M,2.7233,18.2159,1960.96,6.33,3.3665,4.2,-0.06,0.15,-0.21,0.001,1.98,0.023,
2014-07-04,0.57,17.439M,2.7118,18.1681,1985.44,5.81,3.4694,4.23,1.38,0.55,-0.32,0,1.96,0.008,2.1
2014-07-11,0.57,17.278M,2.6873,18.003,1967.57,6.43,3.3366,4.19,-1.35,-3.07,0.53,0,1.98,0.018,
2014-07-18,0.57,17.366M,2.702,18.1009,1978.22,7.93,3.2881,4.16,0.37,-1.49,0.98,0,1.97,0.013,
2014-07-25,0.56,17.349M,2.7021,18.1019,1978.34,7.79,3.2385,4.12,-0.01,-0.51,-0.81,0,1.96,0.028,
2014-08-01,0.59,16.867M,2.6273,17.6118,1925.15,9.75,3.2807,4.13,-2.63,0.28,-0.26,0,2.02,0.023,2
2014-08-08,0.59,16.908M,2.6369,17.6696,1931.59,10.85,3.2303,4.14,0.51,0.96,-0.51,0,2.02,0.023,
2014-08-15,0.63,17.11M,2.6684,17.8812,1955.06,10.79,3.1323,4.08,1.31,-0.46,-0.37,0,1.99,0.028,
2014-08-22,0.62,17.401M,2.7157,18.1894,1988.4,10.81,3.1566,4.08,1.79,-0.01,0.44,0,1.96,0.02,
2014-08-29,0.63,17.528M,2.7358,18.3142,2003.37,9.72,3.0792,3.98,0.89,0.15,0,0,1.94,0.023,
2014-09-05,0.66,17.565M,2.7438,18.349,2007.71,9.61,3.2263,4.03,0.18,-0.52,-0.03,0,1.94,0.028,1.7
2014-09-12,0.66,17.37M,2.7136,18.1436,1985.54,7.67,3.3441,4.13,-0.86,0.58,-0.53,0,1.96,0.013,
2014-09-19,0.68,17.588M,2.7477,18.3731,2010.4,5.98,3.284,4.21,0.9,-2.32,0.36,0,1.94,0.013,
2014-09-26,0.72,17.359M,2.7131,18.133,1982.85,8.92,3.214,4.1,-1.58,-0.73,-0.93,0,1.97,0.013,
2014-10-03,0.76,17.224M,2.6669,17.5497,1967.9,9.92,3.1233,4,-0.79,-0.39,-0.78,0,1.99,0.008,1.7
2014-10-10,0.76,16.678M,2.5832,16.9962,1906.13,13.78,3.0124,3.92,-3.58,-1.44,0.53,0,2.06,0.008,
2014-10-17,0.8,16.512M,2.5567,16.8219,1886.76,15.17,2.9678,3.82,-0.51,3.59,-0.84,0,2.07,0.023,
2014-10-24,0.75,17.169M,2.6633,17.5238,1964.58,17.27,3.0423,3.93,4.06,-0.76,-0.66,0,2,0.008,
2014-10-31,0.8,17.627M,2.7369,17.993,2018.05,17.73,3.0662,3.92,2.87,2.25,-0.17,0,1.95,0.008,1.7
2014-11-07,0.86,17.728M,2.7566,18.0997,2031.92,16.64,3.028,3.9,0.69,-0.71,0.63,0,1.94,0.023,
2014-11-14,0.86,17.784M,2.7667,18.168,2039.82,15.71,3.0487,3.94,0.54,-0.08,-1.25,0,1.94,0.008,
2014-11-21,0.88,17.987M,2.7989,18.3788,2063.5,9.98,3.0175,3.96,1.05,-1.41,-0.17,0,1.92,0.008,
2014-11-28,0.86,18.061M,2.8055,18.4267,2067.56,9.1,2.8888,3.88,0.26,0.15,-2.14,0,1.92,0.013,
2014-12-05,0.89,18.133M,2.8143,18.4757,2075.37,6.62,2.9667,3.9,0.29,0.08,1.37,0,1.91,0.013,1.3
2014-12-12,0.97,17.495M,2.7152,17.826,2002.33,8.97,2.7372,3.75,-3.44,0.91,-0.75,0,1.98,0.018,
2014-12-19,0.98,18.09M,2.8077,18.4326,2070.65,13.3,2.7542,3.74,3.47,0.11,0.64,0,1.92,0.03,
2014-12-26,0.96,18.25M,2.832,18.6044,2088.77,13.33,2.8165,3.79,1.03,0.64,0.54,0,1.9,0.003,
2015-01-02,0.96,17.982M,2.8326,18.3546,2058.2,13.75,2.688,3.72,-1.39,0.1,0.53,0,2.04,0.018,0.8
2015-01-09,0.99,17.865M,2.8147,18.2256,2044.81,16.47,2.5281,3.54,-0.78,-0.36,-2.35,0,2.06,0.018,
2015-01-16,0.99,17.639M,2.7794,17.9966,2019.42,17.15,2.4531,3.46,-1.32,0.43,-0.47,0,2.09,0.018,
2015-01-23,1.01,17.921M,2.8235,18.2859,2051.82,17.08,2.3735,3.44,1.64,-0.67,-0.28,0,2.05,0.018,
2015-01-30,1,17.442M,2.7509,17.7588,1994.99,16.61,2.2222,3.36,-2.5,0.61,-0.58,0,2.11,0.003,
2015-02-06,0.99,17.958M,2.8357,18.2815,2055.47,16.33,2.5287,3.42,3.32,0.2,1.52,0,2.07,0.018,-0.1
2015-02-13,0.91,18.303M,2.8928,18.65,2096.99,16.58,2.6478,3.62,2.1,-0.44,-1.31,0,2.03,0.008,
2015-02-20,0.87,18.41M,2.9121,18.766,2110.3,14.06,2.7142,3.77,0.8,0.14,-1.51,0,2.02,0.018,
2015-02-27,0.83,18.333M,2.9042,18.7122,2104.5,12.92,2.5903,3.65,-0.19,0.69,-0.45,0,2.02,0.013,
2015-03-06,0.86,18.057M,2.8547,18.3846,2071.26,12.63,2.8409,3.74,-1.36,0.54,-0.5,0,2.05,0.008,0
2015-03-13,0.89,17.907M,2.831,18.2311,2053.4,12.05,2.6987,3.7,-0.61,1.67,0.42,0,2.07,0.023,
2015-03-20,0.89,18.42M,2.9073,18.7178,2108.1,11.83,2.5059,3.62,2.59,-0.02,-0.95,0,2.02,0.003,
2015-03-27,0.93,18.002M,2.8457,18.2958,2061.02,11.99,2.5404,3.54,-2.16,0.4,0.26,0,2.06,0.038,
2015-04-03,0.97,18.052M,2.8269,18.348,2066.96,12.77,2.4858,3.49,0.45,0.7,1.1,0.001,2.06,0.013,-0.1
2015-04-10,0.97,18.364M,2.8757,18.6581,2102.06,13.12,2.5791,3.5,1.67,-0.72,-1.37,0.001,2.02,0.018,
2015-04-17,0.97,18.183M,2.8471,18.4728,2081.18,12.75,2.5194,3.47,-1.02,-0.01,0.76,0.001,2.05,0.018,
2015-04-24,0.94,18.491M,2.8861,18.8121,2117.69,11.14,2.6098,3.54,1.77,-0.22,-1.39,0.001,2.02,0.02,
2015-05-01,0.93,18.309M,2.8724,18.7514,2108.29,10.5,2.8273,3.68,-0.77,-2.6,2.43,0,2.03,0.003,-0.2
2015-05-08,0.91,18.355M,2.883,18.8098,2116.1,10.81,2.9006,3.91,0.41,0.04,0.16,0,2.02,0.008,
2015-05-15,0.92,18.416M,2.8919,18.8667,2122.73,10.21,2.9292,4.02,0.42,0.32,-0.4,0,2.01,0.013,
2015-05-22,0.89,18.449M,2.8967,18.8985,2126.06,9.96,2.9841,4.07,0.32,0.41,-0.07,0,2.01,0.013,
2015-05-29,0.91,18.295M,2.8725,18.7301,2107.39,10.31,2.8818,3.95,-0.79,0.41,-0.13,0,2.03,0.003,
2015-06-05,0.91,18.168M,2.8518,18.5854,2092.83,10.15,3.1136,4.13,-0.29,1.87,-0.01,0,2.05,0.018,0
2015-06-12,0.93,18.173M,2.8483,18.5935,2094.11,10.06,3.103,4.2,0.12,0.13,0.6,0,2.04,0.01,
2015-06-19,0.93,18.311M,2.872,18.7448,2109.99,9.2,3.0471,4.17,0.83,0.7,-1.43,0,2.03,0.003,
2015-06-26,0.96,18.237M,2.8592,18.6939,2101.49,8.92,3.2402,4.26,-0.35,0.35,0.6,0,2.03,0.003,
2015-07-03,1,18.025M,2.8232,18.5013,2076.78,11.08,3.1865,4.22,-1.33,-1.58,-0.74,0,2.06,0.003,0.1
2015-07-10,1.02,18.016M,2.8209,18.5033,2076.62,12.15,3.1899,4.15,-0.01,0.16,-1.27,0,2.07,0.008,
2015-07-17,1.05,18.444M,2.889,18.9498,2126.64,12.59,3.0828,4.22,2.27,-1.45,-1.76,0,2.02,0.018,
2015-07-24,1.05,18.021M,2.8221,18.5136,2079.65,12.38,2.9618,4.13,-2.33,-1.45,-0.32,0,2.06,0.033,
2015-07-31,1.1,18.203M,2.8439,18.7515,2103.84,12.61,2.9061,4.06,1.19,-0.01,-0.83,0,2.05,0.064,0.2
2015-08-07,1.1,17.946M,2.8082,18.5023,2077.57,12.56,2.8191,4.02,-1.36,-1.26,0.88,0.001,2.08,0.064,
2015-08-14,1.12,18.067M,2.8268,18.6247,2091.54,11.63,2.8416,4.02,0.69,-0.34,1.23,0.001,2.06,0.084,
2015-08-21,1.17,17.023M,2.6632,17.5462,1970.89,14.71,2.7233,3.99,-5.69,1.18,0.04,0.001,2.19,0.023,
2015-08-28,1.2,17.174M,2.6875,17.7045,1988.87,23.74,2.9119,4.09,1.07,-0.01,-0.72,0.001,2.17,0.056,
2015-09-04,1.22,16.591M,2.597,17.0653,1921.22,26.18,2.8836,4.12,-3.08,1.44,0.17,0,2.24,0.028,0.2
2015-09-11,1.24,16.936M,2.6517,17.4176,1961.05,27.33,2.9524,4.09,2.09,-0.44,-1.51,0,2.2,0.028,
2015-09-18,1.27,16.877M,2.6477,17.3911,1958.03,28.14,2.9356,4.1,-0.15,1.22,-1.77,0,2.2,-0.013,
2015-09-25,1.3,16.677M,2.6119,17.2008,1931.34,27.84,2.9556,4.03,-1.77,-2.7,3.58,0,2.23,-0.018,
2015-10-02,1.35,16.855M,2.6319,17.6819,1951.36,27.59,2.8274,3.98,0.73,-1.64,0.6,0,2.22,-0.003,0
2015-10-09,1.37,17.416M,2.7208,18.2535,2014.89,21.18,2.9174,4.01,3.44,1.57,2.02,0,2.15,0.003,
2015-10-16,1.4,17.575M,2.7455,18.4193,2033.11,18.02,2.8812,3.92,0.62,-1.22,0.04,0,2.13,0.003,
2015-10-23,1.41,17.92M,2.8021,18.8008,2075.15,16.79,2.9008,3.92,1.7,-1.52,0.13,0,2.1,0.003,
2015-10-30,1.39,17.909M,2.8077,18.8321,2079.36,15.82,2.9222,3.94,0.18,-0.4,-1.59,0,2.1,0.074,
2015-11-06,1.38,18.059M,2.8217,18.978,2099.2,12.59,3.0853,4.05,1.38,2.61,0.64,0.001,2.09,0.079,0.2
2015-11-13,1.39,17.401M,2.7189,18.2934,2023.04,12.38,3.0519,4.11,-3.72,-0.9,-0.06,0.001,2.16,0.119,
2015-11-20,1.41,17.978M,2.8136,18.8712,2089.17,13.48,3.0199,4.06,3.14,-0.53,-0.87,0.001,2.09,0.099,
2015-11-27,1.43,17.979M,2.8147,18.8783,2090.11,12.44,2.9968,4.01,0.37,2.44,-0.91,0.001,2.09,0.17,
2015-12-04,1.44,17.985M,2.8184,18.9138,2091.69,14.1,3.0095,3.97,-0.19,-1.54,0.16,0.003,2.09,0.216,0.5
2015-12-11,1.45,17.32M,2.7116,18.195,2012.37,15.17,2.8709,3.95,-3.93,-0.88,-1.68,0.003,2.17,0.221,
2015-12-18,1.5,17.248M,2.7026,18.1352,2005.55,17.17,2.922,3.97,-0.35,0.17,-0.79,0.003,2.17,0.175,
2015-12-25,1.53,17.721M,2.778,18.6713,2060.99,17.32,2.9603,3.96,2.83,0.21,1,0.003,2.12,0.201,
2016-01-01,1.5,17.57M,2.7632,18.7275,2043.94,16.33,3.0158,4.01,-0.9,-0.78,-0.58,0.003,2.14,0.165,0.7
2016-01-08,1.48,16.538M,2.6007,17.6041,1922.03,18.63,2.9094,3.98,-6.22,-1.79,0.46,0.002,2.38,0.196,
2016-01-15,1.47,16.196M,2.5445,17.2241,1880.33,20.9,2.814,3.95,-2.54,-1.32,-0.14,0.002,2.44,0.231,
2016-01-22,1.42,16.403M,2.5809,17.4848,1906.9,21.09,2.8238,4.03,1.38,0.22,-1.59,0.002,2.41,0.298,
2016-01-29,1.41,16.688M,2.6266,17.7857,1940.24,22.13,2.7438,4.05,1.71,-0.59,3.7,0.002,2.36,0.313,
2016-02-05,1.37,16.144M,2.5539,17.2291,1880.05,21.58,2.6683,4.03,-3.36,-1.44,1.07,0.005,2.44,0.292,1.4
2016-02-12,1.37,15.991M,2.5325,17.094,1864.78,22.59,2.604,3.92,-0.81,-0.5,-0.44,0.005,2.46,0.282,
2016-02-19,1.36,16.429M,2.6039,17.5744,1917.78,22.28,2.6048,4.01,3.09,0.96,-1.6,0.005,2.39,0.292,
2016-02-26,1.4,16.669M,2.6437,17.8633,1948.05,21.04,2.6363,3.91,1.83,1.27,-0.01,0.005,2.35,0.313,
2016-03-04,1.43,17.121M,2.7132,18.3659,1999.99,20.01,2.6947,3.89,3.08,1.24,2.48,0.005,2.29,0.267,1
2016-03-11,1.37,17.309M,2.7442,18.5846,2022.19,18.17,2.7532,3.88,1,-0.55,1.32,0.005,2.26,0.318,
2016-03-18,1.33,17.541M,2.7813,18.8364,2049.58,15.9,2.6753,3.8,1.41,-0.32,0.13,0.005,2.23,0.29,
2016-03-25,,17.427M,2.7635,18.7417,2035.94,14.52,2.673,,-0.8,-0.87,-1.04,0.005,2.24,0.282,
2016-04-01,1.18,17.74M,2.7838,19.5461,2072.78,12.45,2.5997,3.73,2.06,1.68,-2,0.002,2.2,0.226,0.9
2016-04-08,1.19,17.534M,2.7494,19.2533,2047.6,12.39,2.5525,3.61,-1.17,-0.1,-1.62,0.002,2.23,0.226,
2016-04-15,1.17,17.811M,2.7939,19.5654,2080.73,10.66,2.5593,3.61,1.94,0.76,2.07,0.002,2.19,0.221,
2016-04-22,1.2,17.915M,2.8104,19.6745,2091.58,9.14,2.707,3.57,0.73,0.57,1.85,0.002,2.18,0.231,
2016-04-29,1.13,17.688M,2.7763,19.4189,2065.3,9.44,2.6781,3.62,-1.19,-0.18,1.75,0.002,2.21,0.211,
2016-05-06,1,17.61M,2.7608,19.3312,2057.14,10.09,2.6276,3.66,-0.63,-1.25,-0.51,0.003,2.22,0.196,1.1
2016-05-13,1.01,17.514M,2.746,19.2081,2046.61,10.84,2.5486,3.63,-0.52,-0.56,-0.71,0.003,2.23,0.267,
2016-05-20,1.04,17.519M,2.7492,19.25,2052.32,10.24,2.6286,3.65,0.54,0.19,0.75,0.003,2.23,0.308,
2016-05-27,1.04,17.913M,2.8114,19.6836,2099.06,10.33,2.6464,3.67,2.43,1.02,-0.84,0.003,2.18,0.313,
2016-06-03,1.05,17.897M,2.8069,19.6889,2099.13,10.25,2.5097,3.59,0.16,1.31,-1.23,0.005,2.18,0.282,1
2016-06-10,1.04,17.877M,2.8027,19.6596,2096.07,10.23,2.4511,3.51,-0.24,0.54,-0.05,0.005,2.19,0.246,
2016-06-17,1.04,17.669M,2.7693,19.4286,2071.22,9.85,2.4196,3.45,-1.2,-0.33,-0.15,0.005,2.21,0.257,
2016-06-24,1,17.378M,2.7208,19.1217,2037.41,14.56,2.4101,3.56,-1.6,0.32,-0.23,0.005,2.25,0.251,
2016-07-01,1,17.947M,2.7681,19.8768,2102.95,17.09,2.2253,3.39,3.14,-0.59,-0.69,0.005,2.19,0.256,1
2016-07-08,0.98,18.168M,2.8023,20.0817,2129.9,17.29,2.0983,3.21,1.38,0.82,-1.42,0.005,2.16,0.276,
2016-07-15,0.94,18.437M,2.8441,20.3815,2161.74,17.38,2.2655,3.27,1.6,0.58,2.27,0.005,2.13,0.303,
2016-07-22,0.9,18.554M,2.8614,20.5062,2175.03,17.16,2.283,3.34,0.6,0,-1.18,0.005,2.12,0.317,
2016-07-29,0.91,18.507M,2.8598,20.489,2173.6,16.86,2.1827,3.29,0.07,0.67,-0.34,0.005,2.11,0.256,
2016-08-05,0.89,18.549M,2.869,20.5584,2182.87,11.98,2.314,3.4,0.56,0.5,0.66,0.005,2.11,0.261,0.8
2016-08-12,0.91,18.557M,2.8706,20.5814,2184.05,7.33,2.2306,3.34,0.18,-0.35,-0.14,0.005,2.11,0.277,
2016-08-19,0.94,18.564M,2.8699,20.5796,2183.87,5.64,2.2869,3.31,0.15,0.4,1.46,0.005,2.11,0.302,
2016-08-26,0.95,18.434M,2.8503,20.4397,2169.04,5.38,2.2869,3.26,-0.53,0.63,0.38,0.005,2.12,0.317,
2016-09-02,0.95,18.549M,2.864,20.5229,2179.98,5.3,2.2782,3.24,0.7,0.14,0.66,0.005,2.11,0.322,1.1
2016-09-09,0.92,18.113M,2.7947,20.0294,2127.81,9.2,2.3946,3.33,-2.3,0.12,0.41,0.005,2.16,0.338,
2016-09-16,0.92,18.213M,2.8095,20.1363,2139.16,11.15,2.4452,3.49,0.57,0.55,-2.58,0.005,2.14,0.282,
2016-09-23,0.88,18.439M,2.8483,20.4142,2164.69,11.84,2.3471,3.47,1.26,1.15,-0.18,0.005,2.12,0.17,
2016-09-30,0.86,18.468M,2.7953,20.2615,2168.27,12.77,2.3154,3.4,0.21,-0.22,1.23,0.005,2.11,0.276,1.5
2016-10-07,0.85,18.346M,2.7737,20.0937,2153.74,12.88,2.4508,3.49,-0.57,-0.51,1.29,0.004,2.13,0.318,
2016-10-14,0.86,18.164M,2.7482,19.905,2132.98,13.3,2.5583,3.52,-1.12,-1.25,0.62,0.004,2.15,0.292,
2016-10-21,0.89,18.23M,2.759,19.9828,2141.16,10.25,2.4846,3.48,0.42,-0.28,0.74,0.004,2.15,0.327,
2016-10-28,0.86,18.078M,2.7398,19.8391,2126.41,8.89,2.6154,3.54,-0.77,-2.4,1.37,0.004,2.16,0.282,
2016-11-04,0.84,17.691M,2.686,19.3979,2085.18,7.88,2.561,3.62,-1.89,-0.51,1.1,0.004,2.22,0.369,1.6
2016-11-11,,18.346M,2.7876,20.1303,2164.45,10.07,2.935,,4.67,6.12,2.58,0.004,2.13,0.469,
2016-11-18,0.88,18.486M,2.8094,20.2934,2181.9,10.1,3.0296,3.94,1.29,1.07,1.38,0.004,2.12,0.434,
2016-11-25,0.83,18.749M,2.8512,20.5788,2213.35,9.45,3.0045,4.01,1.64,0.82,0.54,0.004,2.09,0.495,
2016-12-02,0.8,18.574M,2.8229,20.3708,2191.95,9.57,3.0615,4.01,-1.13,-2.14,3.91,0.006,2.11,0.464,1.7
2016-12-09,0.78,19.136M,2.9099,20.9984,2259.53,9.99,3.1529,4.05,3.35,2.02,1.9,0.006,2.05,0.536,
2016-12-16,0.78,19.124M,2.9081,20.9856,2258.07,9.64,3.1741,4.09,-0.29,-1.39,-0.84,0.006,2.05,0.495,
2016-12-23,0.76,19.171M,2.9194,21.0765,2263.79,7.17,3.1138,4.06,0.32,0.17,0.66,0.006,2.04,0.51,
2016-12-30,0.75,18.964M,2.8871,20.8313,2238.83,7.6,3.0651,4.02,-1.16,-0.1,0.11,0.006,2.07,0.5,
2017-01-06,0.77,19.274M,2.9716,20.563,2276.98,7.8,3.0088,3.91,1.69,-0.66,-1.25,0.009,2.11,0.515,2.1
2017-01-13,0.75,19.259M,2.9687,20.5418,2274.64,7.51,2.9886,3.87,0.09,0.42,-1.06,0.009,2.11,0.525,
2017-01-20,0.73,19.235M,2.961,20.487,2271.31,6.6,3.0488,3.92,-0.31,-1.14,-0.18,0.009,2.12,0.5,
2017-01-27,0.72,19.422M,2.9919,20.6923,2294.69,6.31,3.0588,3.97,1.16,0.21,0.65,0.009,2.1,0.51,
2017-02-03,0.71,19.434M,2.9936,20.6954,2297.42,6.69,3.0902,4,0.14,0.43,-0.68,0.009,2.1,0.5,2.5
2017-02-10,0.69,19.58M,3.0179,20.8657,2316.1,6.32,3.0056,3.95,0.88,0.11,-1.22,0.009,2.08,0.536,
2017-02-17,0.68,19.852M,3.0634,21.1826,2351.16,5.76,3.0231,3.98,1.52,-0.54,-0.3,0.009,2.05,0.515,
2017-02-24,0.69,19.968M,3.0844,21.3258,2367.34,5.68,2.951,3.91,0.48,-1.05,-0.54,0.009,2.04,0.505,
2017-03-03,0.7,20.096M,3.1052,21.4391,2383.12,6.91,3.0713,3.91,0.65,-0.93,-0.07,0.008,2.03,0.701,2.7
2017-03-10,0.67,20.009M,3.0914,21.3436,2372.6,6.65,3.1647,4.05,-0.55,-1.15,-1.65,0.008,2.03,0.744,
2017-03-17,0.66,20.062M,3.1012,21.3883,2378.25,6.6,3.1096,4.09,0.48,1.81,-0.42,0.008,2.03,0.729,
2017-03-24,0.67,19.792M,3.0605,21.1326,2343.98,7.59,3.0134,3.98,-1.65,-0.9,-1.83,0.008,2.06,0.764,
2017-03-31,0.7,19.952M,3.0417,20.6899,2362.72,7.59,3.0094,3.93,1.05,1.63,0.86,0.008,2.04,0.754,2.4
2017-04-07,0.69,19.899M,3.0295,20.5767,2355.54,7.44,3.0078,3.93,-0.44,-1.37,0.17,0.014,2.05,0.815,
2017-04-14,,19.686M,2.9954,20.3459,2328.95,6.22,2.8923,,-1.2,-0.19,-1.15,0.014,2.08,0.805,
